date,title,description,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics,title_length,description_length,total_likes,adjusted_likes,seconds
2016-02-13 13:35:26,Strike Team: Exercise Forging Sabre 2015 Ep 2,"The Heron 1 Unmanned Aerial Vehicle spots multiple mobile targets, and the F-15SGs, F-16s and Apache Helicopters are activated to respond to the threats. Watch how the strike team goes in for the kill with pinpoint accuracy!

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:04:46.000000000,4761,23.0,2.0,0.0,Military;Society,8,57.0,25.0,21.16,286.0
2016-02-11 12:07:55,Strike Team: Exercise Forging Sabre 2015 Ep 1,"Check out how The Republic of Singapore Air Force's ""sensors"" and ""shooters"" work together as a team to hunt and destroy enemy targets in Exercise Forging Sabre 2015, one of the SAF's largest overseas exercises.

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:05:52.000000000,6487,23.0,1.0,1.0,Military;Society,8,55.0,24.0,22.041666666666668,352.0
2016-02-04 09:20:31,Defence News in a Nutshell (DNN) - 4 February 2016 Edition,"In the 46th edition of Defence News in a Nutshell (DNN), we cover the 4th IISS Fullerton Forum: Shangri-la Dialogue Sherpa Meeting, the Overseas Service Medal presentation ceremony where SAF servicemen and women were recognised for counter-ISIS and haze assistance efforts, and highlights of the RSAF Hotshot Challenge which tested the operational capabilities and readiness of fighter squadrons.

Check out all these and more in under 5 minutes!

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,15,0 days 00:04:10.000000000,2863,10.0,2.0,0.0,Military;Society;Politics,11,87.0,12.0,8.333333333333334,250.0
2016-02-01 01:13:56,We are One Force – 2016 RSAF Commercial,"See how the different vocations in the Republic of Singapore Air Force stand united as One Force. Together as One, we achieve something beyond measure: Peace. For Singapore and Singaporeans. 

Join forces with us by visiting our RSAF Career Website: http://careers.RSAF.gov.sg

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,6,0 days 00:01:01.000000000,124480,218.0,9.0,14.0,Entertainment;Military,8,49.0,227.0,209.3568281938326,61.0
2016-02-01 10:00:32,PIONEER Magazine February 2016 Issue,"In the February 2016 edition of PIONEER Magazine, take a sneak peek at the technologies the SAF might use in 2030, as showcased at The Future of Us! Also, we bring you the action from Exercise Forging Sabre 2015, featuring the men & machines of The Singapore Army and The Republic of Singapore Air Force - all the way in the U.S.A.! All this and more in the February issue of PIONEER Magazine!

p/s: reading on the go? Download PIONEER on mobile at http://www.magzter.com/share/mag/10027

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,3,0 days 00:01:14.000000000,613,4.0,2.0,0.0,Society,5,103.0,6.0,2.6666666666666665,74.0
2016-01-28 12:06:32,In Perfect Sync: Exercise Wallaby 2015,"In the dusty outback, the Bionix infantry fighting vehicles and Leopard main battle tanks have moved into position. Overhead, the Apache attack helicopters await their cue. The enemy has been identified. Fire!

Witness the combined firepower of SAF's ground and air platforms now!

Additional footage courtesy of SAF Film Unit and Air Force Information Centre.

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,1,0 days 00:05:42.000000000,16620,66.0,4.0,4.0,Military;Society,6,73.0,70.0,62.22857142857143,342.0
2016-01-21 10:17:34,Defence News in a Nutshell (DNN) - 21 January 2016 Edition,"In the 45th edition of Defence News in a Nutshell (DNN), We take a peek at SAFRA's new clubhouse at Punggol, the 99th Officers' Commissioning Parade at SAFTI MI, Specialist Cadet Graduation Parade at Pasir Laba and an aerial ballet of 16 unmanned drones at the Future of Us Exhibition at Gardens by the Bay.  

Check out all these and more in under 5 minutes! 

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,12,0 days 00:05:29.000000000,2870,11.0,2.0,0.0,Military;Television_program;Society,11,87.0,13.0,9.307692307692308,329.0
2016-01-14 09:53:56,Women in the SAF - LTC Neo Su Yin,"""It is really about protecting your family. It is about the safety, security and the peace we enjoy in Singapore. This is something we mustn't take for granted.""

In this episode of our series on women in the SAF, LTC Neo Su Yin, former Commanding Officer of Patrol Vessel, RSS Dauntless, shares how she keeps her crew motivated, engaged and focused on the purpose and mission of the Republic of Singapore Navy.

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,9,0 days 00:08:01.000000000,61186,207.0,10.0,10.0,Military;Television_program;Society,9,91.0,217.0,197.46082949308754,481.0
2016-01-07 10:02:31,With Pride I Lead - Leadership Through the Eyes of an Infantry Specialist,"At age 15, Tan Chow Ken was slashed multiple times in a hacking incident that left him staring death in the face.

The incident triggered his transformation, changing his perspective on life as he enlisted for Full-time National Service in the Singapore Army where he emerged as his company's Best Recruit, and graduated from Specialist Cadet School with a Silver Bayonet.

Find out how one man overcame all odds to become a leader of men in ""With Pride I Lead"".



View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:06:58.000000000,53498,142.0,12.0,6.0,Society,13,98.0,154.0,130.93506493506493,418.0
2016-01-08 02:03:09,PIONEER Magazine January 2016 Issue,"In the first edition of PIONEER Magazine for 2016, we give you the lowdown on SAF Military customs and traditions. Then, travel Down Under to find out what our troops do at the annual Exercise Wallaby. We also get up-close and personal with the Republic of Singapore Navy's latest edition, the Specialised Marine Craft (SMC).

All this and more in the January issue of PIONEER Magazine!

Reading on the go? Download PIONEER on mobile at http://www.magzter.com/share/mag/10027

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:01:19.000000000,1134,6.0,2.0,0.0,Military;Society,5,94.0,8.0,4.5,79.0
2015-12-30 10:03:17,"SAF Pioneers - Our Country, Our Stories: Episode 6 [Republic of Singapore Navy]","""The Navy has grown from strength to strength. In the early days, we only had two boats and less people. But today, look around...Wow!""

In this final episode, pioneer naval servicemen SWO (Ret) Wee Cheng Leong and LTC (Ret) Wong Ko Foon share with us the story of how a young Republic of Singapore Navy (RSN) went from being just a coastal force to becoming a navy capable of conducting multi-dimensional naval warfare to ensure the safety and security of Singapore's waters.

Watch Episode 6 to hear their stories!


View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,19,0 days 00:07:34.000000000,6722,29.0,2.0,3.0,Military;Society,13,107.0,31.0,27.129032258064516,454.0
2015-12-23 10:06:27,"SAF Pioneers - Our Country, Our Stories: Episode 5 [Women in the SAF]","""I felt that as a citizen, I should do my part in contributing to the defence of my country"".

In this episode of ""SAF Pioneers - Our Country, Our Stories"", Singapore Women's Auxiliary Naval Service (SWANS) volunteer, Judy Kong tells us why she volunteered to serve in the Navy during Konfrontasi in the 1960s. Together with SAF female pioneer officers MAJ (Ret) Agnes Fong and CPT (Ret) Nancy Tan, these pioneering women took up the challenge of contributing to national defence.

Watch Episode 5 to find out more about their stories!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,11,0 days 00:06:54.000000000,5712,26.0,1.0,2.0,Military;Society,13,97.0,27.0,25.037037037037035,414.0
2015-12-17 09:41:59,Defence News in a Nutshell (DNN) - 17 December 2015 Edition,"In the 44th edition of Defence News in a Nutshell (DNN), we cover the Defence Minister's visit to Washington D.C. and Exercise Forging Sabre, the learning and training facilities at the Maritime Training and Doctrine Command, and the last BMT Graduation Parade for 2015.

Check out the latest defence news, all under 5 minutes! 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:05:34.000000000,2706,14.0,1.0,0.0,Military;Society;Politics,11,62.0,15.0,13.066666666666666,334.0
2015-12-10 09:59:56,"SAF Pioneers - Our Country, Our Stories: Episode 4 [Technology and Our Defence]","""We cannot compete in numbers... therefore we must leverage on technology"".

In episode 4 of ""SAF Pioneers – Our Country, Our Stories"", former Chief Defence Scientist Professor Lui Pao Chuen shares on how the use of technology was critical to helping the SAF overcome the limitations of a small population and grow from strength to strength.

Watch Episode 4 to hear his story!

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,21,0 days 00:08:02.000000000,6214,36.0,1.0,4.0,Military;Society,13,91.0,37.0,35.02702702702703,482.0
2015-12-03 11:04:27,Defence News in a Nutshell (DNN) - 3 December 2015 Edition,"In the 43rd edition of Defence News in a Nutshell (DNN), we cover Minister for Defence, Dr Ng Eng Hen's visit to Exercise Wallaby in Australia, the conclusion of the revised Defence Cooperation Agreement between India and Singapore, the National Day Awards Investiture, Senior Minister of State, Ong Ye Kung's visit to the 2nd Battalion, Singapore Infantry Regiment and the first Enhanced Career Fair for Full-time National Servicemen. 

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,13,0 days 00:05:26.000000000,3292,10.0,1.0,1.0,Military;Society,11,99.0,11.0,9.09090909090909,326.0
2015-12-07 10:58:49,Battling the Haze,"On 10 October 2015, Singapore sent a contingent of SAF and SCDF personnel to assist in fighting the ongoing forest fires in Sumatra, Indonesia. During the two week operation, the 34 SAF personnel and six-man Disaster Assistance and Rescue Team from the Singapore Civil Defence Force battled the ferocious wildfires, extinguishing hotspots after hotspots in an effort to combat the transnational haze. Catch this video to find out more about the different phases of the firefighting operation there.

Video Credit: SAF Film Unit

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,15,0 days 00:07:22.000000000,5634,53.0,3.0,5.0,Military;Society,3,102.0,56.0,50.160714285714285,442.0
2015-12-01 04:46:02,PIONEER Magazine December 2015 Issue,"In this month's issue of PIONEER Magazine, find out how the SAF and other agencies work together to overcome multiple maritime attacks at Exercise Highcrest 2015.

Also, one of our journalists puts her fear of heights to the test, to bring you the inside scoop on training at the SAF's Parachute Training Facility.

Last but not least, meet CPT (NS) (Dr) Siew Tuck Wah, a passionate animal-lover who gave up a successful career as an aesthetic doctor to start the animal welfare group, Save Our Street Dogs (SOSD).

All this and more in the December issue of PIONEER!

Reading on the go? Download PIONEER on mobile at http://www.magzter.com/share/mag/10027

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,19,0 days 00:01:14.000000000,1066,3.0,0.0,0.0,Military;Society,5,112.0,3.0,3.0,74.0
2015-11-26 10:58:58,"SAF Pioneers - Our Country, Our Stories: Episode 3 [Republic of Singapore Air Force]","""When my first solo was done, I felt so good. It really is beyond words... my first love.""

In episode 3 of ""SAF Pioneers - Our Country, Our Stories"", pioneer fighter pilot COL (Ret) Frank Singam shares with us not only his passion for flying but also the story of how a young Republic of Singapore Air Force (RSAF) grew from strength to strength. Together with air force technician 2WO (Ret) Phillip Pham, COL (Ret) Singam was part of a team of dedicated professionals that kept the RSAF flying high through the years.

Watch Episode 3 to hear their stories!

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,14,0 days 00:07:38.000000000,11277,54.0,1.0,3.0,Military;Society,14,128.0,55.0,53.018181818181816,458.0
2015-11-21 09:36:01,Exercise Wallaby 2015,"At three times the size of Singapore, the Shoalwater Bay Training Area offers the SAF valuable space to conduct live firing and large-scale manoeuvres.

Check out this video and witness the combined power of the Singapore Army and the Republic of Singapore Air Force during Exercise Wallaby 2015, which culminated in an integrated live firing training involving Bionix Infantry Fighting Vehicles, Leopard 2SG Main Battle Tanks and AH-64D Apache Helicopters.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:00:34.000000000,9378,15.0,2.0,1.0,Military;Society,3,77.0,17.0,13.235294117647058,34.0
2015-11-19 09:31:38,Defence News in a Nutshell - 19 November 2015 Edition,"In the 42nd edition of Defence News in a Nutshell (DNN), we cover Minister for Defence Dr Ng Eng Hen's attendance at the ASEAN Defence Ministers' Meeting (ADMM) Retreat and 3rd ADMM-Plus, Exercise Highcrest which showcased Singapore's full-spectrum maritime security capabilities, Dr Ng's visit to Thailand, as well as the 25th Anniversary celebrations of the SAF Veterans' League.

In the thirty-fourth edition of Defence News in a Nutshell (DNN), we cover the launch of the Navy's first Littoral Mission Vessel, Independence, the commissioning of the Army's Peacekeeper Protected Response Vehicle, and the Total Defence Awards.

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,34,0 days 00:06:06.000000000,1385,8.0,1.0,0.0,Military;Society;Politics,10,114.0,9.0,7.111111111111111,366.0
2015-11-12 12:35:16,SAF Veteran’s League 25th Anniversary Jubilee Dinner,"""Some of us got to carry on what our forefathers have done for us."" These were the words of SWO (Ret) Jeffrey Chung, who played a crucial role in laying the foundation for the SAF. 

We spoke to members of the SAF Veterans’ League during their Jubilee Dinner to find out what was the driving force for them to serve the Nation.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,3,0 days 00:01:04.000000000,1736,6.0,3.0,0.0,Society,7,70.0,9.0,4.0,64.0
2015-11-12 10:19:29,"SAF Pioneers - Our Country, Our Stories: Episode 2 [National Service]","""The training of the first cohort (of National Servicemen) occurred in newly formed units, which were housed in Taman Jurong. These were actually housing and development blocks which had not yet been occupied. There were very limited facilities.""

In episode 2 of ""SAF Pioneers – Our Country, Our Stories"", Singapore Army veterans COL (Ret) Karumathil Pulipravalappil Ramachandran Menon and LTC (Ret) Syed Ibrahim share with us their journey in helping to build an Army from scratch and show us how, in a time of limited resources, true dedication and commitment saw the SAF through the most challenging of times.

Watch Episode 2 to hear their stories!

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,4,0 days 00:07:25.000000000,10507,44.0,2.0,0.0,Military;Television_program;Society,11,134.0,46.0,42.08695652173913,445.0
2015-11-05 09:45:24,Defence News in a Nutshell - 5 November 2015 Edition,"Check out the latest defence news, all under 5 minutes! 

In our 41st edition, we cover Minister for Defence Dr Ng Eng Hen's attendance at the ASEAN-China Defence Ministers’ Informal Meeting & Xiang Shan Forum in Beijing, the launch of the National Paramedic Training and Education roadmap, recognising the best brains in defence science and innovation in the Defence Technology Prize 2015 ceremony, and the pinnacle military education for officers, the Goh Keng Swee Command and Staff Course graduation ceremony.

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:05:30.000000000,2054,7.0,1.0,0.0,Military;Society,10,100.0,8.0,6.125,330.0
2015-11-02 09:14:14,"SAF, 50 years of Giving Strength to the Nation","The SAF has transformed rapidly over the years, yet remains committed to its core mission: to protect and defend Singapore.

Our thanks to the men and women of the SAF, past and present, for giving strength to our nation!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:05:21.000000000,6335,70.0,1.0,3.0,Military;Television_program;Music,9,46.0,71.0,69.01408450704226,321.0
2015-11-03 03:25:42,PIONEER Magazine November 2015 Issue,"In the latest issue of PIONEER magazine, find out more about our local defence scientists and engineers who play key roles in enabling the SAF to become the advanced military it is today.

Also, did you know that SAF dentists not only take care of soldiers’ teeth but could also save lives in the battlefield?  Learn more about the roles that SAF dentists play and their capabilities in the field!

We also uncover 10 interesting facts about SAFTI Military Institute!

All these and more in the November issue of PIONEER!

Read PIONEER on mobile here: http://www.magzter.com/share/mag/10027

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,,0 days 00:01:17.000000000,1439,3.0,2.0,0.0,Military;Society,5,123.0,5.0,1.7999999999999998,77.0
2015-10-29 10:03:05,"SAF Pioneers - Our Country, Our Stories: Episode 1","The new cyberpioneerTV series, ""SAF Pioneers - Our Country, Our Stories"" is finally here!

In this new 6-part series, we honour the SAF Pioneers who helped build up Singapore's defence force during the early years of our history. Through their stories, we see determination and courage, but most of all, the unwavering belief that only we can protect what is ours.

In episode 1, we journey with SAF Pioneers COL (Ret) Goh Lye Choon and LTC (Ret) Albel Singh as they share their experiences of Konfrontasi - fighting infiltrators in the jungles of Sabah, and staring down the gun barrels of Indonesian warships off Changi Beach. 

Watch Episode 1 to hear their stories!

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,9,0 days 00:06:15.000000000,12546,64.0,1.0,8.0,Military;Television_program;Society,9,141.0,65.0,63.01538461538462,375.0
2015-10-26 11:19:27,"[Trailer] SAF Pioneers - Our Country, Our Stories: Episode 1","What's it like fighting infiltrators in the jungles of Sabah? How does it feel, staring down the gun barrel of a hostile warship off Changi Beach?

SAF Pioneers COL (Ret) Goh Lye Choon and LTC (Ret) Albel Singh stood their ground and faced these threats head-on, in one of the greatest challenges that threatened the security of a young Singapore - Konfrontasi.

In this new six-part series, we honour the SAF Pioneers who helped build up Singapore's defence force in the early years of our independence. Through their stories, we see their determination, courage, and most of all, their unwavering belief that only we can protect what is ours.

Catch Episode 1 of ""SAF Pioneers - Our Country, Our Stories"" this Thursday, 29 Oct 6pm on www.youtube.com/cyberpioneertv and www.facebook.com/cyberpioneer.connect!


Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,6,0 days 00:00:42.000000000,2979,17.0,1.0,2.0,Society,10,156.0,18.0,16.055555555555554,42.0
2015-10-22 08:35:44,Grit - The Making a Naval Diver: Episode 12 [Through Hell and Back],"""Hell Week secured!""

These three words are on every diver trainee's mind, as he undergoes the final hours of the dreaded Hell Week. To emerge from the toughest training in the Combat Diver Course, the men must muster everything they've got and work together like they've never done before.

Catch the final episode of 'Grit - The making a naval diver' now!

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,8,0 days 00:11:36.000000000,142390,470.0,24.0,51.0,Military;Television_program;Society,13,90.0,494.0,447.165991902834,696.0
2015-10-21 14:21:59,Grit - The making of a naval diver [EP 12 - Trailer],"Nothing stands in their way!

Although the diver trainees have just a few hours before Hell Week is ""secured"", they will find those few hours to be the longest and toughest yet.

Don't miss the final episode of Grit tomorrow at 6pm on www.youtube.com/cyberpioneertv and www.facebook.com/cyberpioneer.connect",Ministry of Defence Singapore,9,0 days 00:00:31.000000000,43204,37.0,2.0,0.0,Music,12,44.0,39.0,35.1025641025641,31.0
2015-10-16 06:49:45,Public Service Awards – Service Excellence Video,"The Public Service Awards Ceremony was held on 15 October 2015. Over 300 public officers and agencies, including 23 individuals and teams from MINDEF/SAF received awards. Our public officers play an important role in helping to create a better Singapore for Singaporeans. Catch this video featuring some of our winners as they share their experience and the meaning behind why they do what they do. 

Produced by: Defence Media Centre, MINDEF
Supported by: Public Service Division

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,13,0 days 00:08:31.000000000,2855,9.0,1.0,0.0,Society,7,95.0,10.0,8.1,511.0
2015-10-15 10:34:43,Defence News in a Nutshell - 15 October 2015 Edition,"In the 40th edition of Defence News in a Nutshell (DNN), we cover the SAF's deployment of assets and personnel to help with the haze fighting efforts in Indonesia, Defence Minister's working visit to Indonesia, highlights of Exercise Southeast Asia Cooperation and Training (SEACAT), the enhanced facilities at the newly-opened Temasek Club for members and families, and the SAFRA Swim for Hope charity event. 

In the 39th edition of Defence News in a Nutshell (DNN), we cover the new Cabinet line-up, Exercise Valiant Mark, the Specialist Cadet Graduation Parade, as well as the DSO Amazing Science-X Challenge. 

View more videos, photos and stories of the SAF at the links below!

facebook: https://www.facebook.com/cyberpioneer.connect
twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpioneer
Instagram: https://instagram.com/cybpioneer/",Ministry of Defence Singapore,22,0 days 00:05:07.000000000,2467,11.0,1.0,1.0,Military;Television_program;Society;Politics,10,114.0,12.0,10.083333333333332,307.0
2015-10-08 10:01:07,Grit - The Making of a Naval Diver: Episode 11 [Mind Over Body],"The first step in is enough to send shudders through the body. Every diver trainee must get the cold treatment during Hell Week. But no amount of training can prepare him for this ultimate challenge.

Watch Episode 11 now to see how the diver trainees overcome this icy situation.

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Cyberpioneer: http://www.mindef.gov.sg/cyberpioneer
facebook: https://www.facebook.com/cyberpioneer.connect
twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpioneer
instagram: https://instagram.com/cybpioneer",Ministry of Defence Singapore,6,0 days 00:08:37.000000000,176806,534.0,54.0,36.0,Military;Society,13,75.0,588.0,484.9591836734694,517.0
2015-10-01 09:37:29,Defence News in a Nutshell - 01 October 2015 Edition,"In the 39th edition of Defence News in a Nutshell (DNN), we cover the new Cabinet line-up, Exercise Valiant Mark, the Specialist Cadet Graduation Parade, as well as the DSO Amazing Science-X Challenge. 

View more videos, photos and stories of the SAF at the links below!

facebook: https://www.facebook.com/cyberpioneer.connect
twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpioneer
Instagram: https://instagram.com/cybpioneer/",Ministry of Defence Singapore,9,0 days 00:05:27.000000000,6896,12.0,2.0,4.0,Military;Society,10,50.0,14.0,10.285714285714285,327.0
2015-10-01 09:37:32,PIONEER Magazine October 2015 Issue,"In the latest edition of PIONEER Magazine, read about MINDEF/SAF's awarding-winning PRoductivity and Innovation in Daily Efforts (PRIDE) projects that helped MINDEF/SAF save over $141 million. 

Also, ever wondered if you know all there is to know about Tekong Island? We share 10 facts about the island that might surprise you! 

Finally, look out for our special Children's Day segment written by kids on their visit to military camps. These and more in the October issue of PIONEER Magazine!

Read PIONEER on mobile here: http://magzter.com/p/ua7kd


Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Cyberpioneer: http://www.mindef.gov.sg/cyberpioneer
facebook: https://www.facebook.com/cyberpioneer...
twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpi...
instagram: https://instagram.com/cybpioneer",Ministry of Defence Singapore,3,0 days 00:01:19.000000000,1223,5.0,1.0,1.0,Military;Society,5,111.0,6.0,4.166666666666667,79.0
2015-09-24 10:01:03,Grit - The Making of a Naval Diver: Episode 10 [Leave No Man Behind],"It's one mind-numbing task after another, as the diver trainees summon up all their strength to accomplish each one, telling themselves, ""Don't give up"". They must work as a team, no longer as individuals, for it is this collective effort that will see them through the harrowing Hell Week.

Catch Episode 10 now.

Subscribe to PIONEER Magazine at http://mindef.sg/subscribe2pioneer
Read PIONEER Singapore on Magzter: http://mindef.sg/1NK2oVX

View more videos, photos and stories of the SAF at the links below!

Cyberpioneer: http://www.mindef.gov.sg/cyberpioneer
facebook: https://www.facebook.com/cyberpioneer.connect
twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpioneer
instagram: https://instagram.com/cybpioneer",Ministry of Defence Singapore,11,0 days 00:09:13.000000000,83275,165.0,9.0,6.0,Military;Society,14,79.0,174.0,156.4655172413793,553.0
